,Episode,Date,Review
1051,21,2020-10-14 20:43,저거 다른 놈이 저 말 했으면 진짜 암말도 안하고 광탈하는데 독자 얼굴이 모든 개연성을 주네 독자 얼굴 열일한다       우윳 빛 깔 김돗짜    속눈썹 묘사 가슴이 떨려요 작가님    쥭는다
1052,21,2020-10-14 20:40,미쳤네 김독자 스킬 거즘 사기 아니냐
1053,21,2020-10-14 20:26,겁나 멋있네  
1054,21,2020-10-14 20:25,유상아옷 왜안찢어졌냐
1055,21,2020-10-14 20:21,오빠 책 많이 읽을게요  
1056,21,2020-10-14 20:19,크 연출 지린다    
1057,21,2020-10-14 20:19,책 많이 읽어야지 
1058,21,2020-10-14 20:17,엄마가 나보고 웹툰 그만보고 책보라고 하신다  근데 독자 마저 나한테 책보라고 하네   
1059,21,2020-10-14 20:15,상아씨가 사투리쓰면 내   내 알라도      
1060,21,2020-10-14 20:14,시벌 김독자 용안에서 빛이난다 찬양하라 김독자      
1061,21,2020-10-14 20:13,네 책 읽을게요
1062,21,2020-10-14 20:12,십팔 책읽으러 가야지
1063,21,2020-10-14 20:11,와   진짜 웹툰 퀄리티 대박       
1064,21,2020-10-14 20:11,촉수플
1065,21,2020-10-14 20:10,앜    베댓보고 스크롤 두번 오르락내리락했다  블러처리가 되어있었다는 건 몰랐내용    
1066,21,2020-10-14 20:10,아 재수없   
1067,21,2020-10-14 20:10,만화책으로 꼭 나왔으면      
1068,21,2020-10-14 20:09,액션씬 미쳤네   
1069,21,2020-10-14 20:06,뜬금없지만 한명오 그 장면 블러 없어졌다
1070,21,2020-10-14 20:03,그것도 인기겁나 없는책
1071,21,2020-10-14 20:02,지식이 힘이다
1072,21,2020-10-14 20:01,   님 이현성이요 김남운 마인 죽일 때 책갈피 2번이 이현성이에요
1073,21,2020-10-14 19:56,한명호 개구린줄  
1074,21,2020-10-14 19:53,책갈피가 유현성이에요 유중혁이에요 
1075,21,2020-10-14 19:53,책을 많이 읽어서 독자인거냐 
1076,21,2020-10-14 19:51,그래서 악마를 낳는게되나보군    
1077,21,2020-10-14 19:50,책 읽는거 어려운 일인데
1078,21,2020-10-14 19:48,책을많이읽으라고요 어떤책을읽으면그러케          이돼나요 
1079,21,2020-10-14 19:44,한수영 언제 나오냐    
1080,21,2020-10-14 19:42,들었냐  책좀읽자
1081,21,2020-10-14 19:40,책 넘겨질때 촤라라라라라    
1082,21,2020-10-14 19:40,촉수      
1083,21,2020-10-14 19:40,책 읽어도 저상황에서 빠른 판단이랑 행동하는것도 아무나 할 수 있는게 아닌데 김독자 자체가   능지 사기캐
1084,21,2020-10-14 19:40,뭐래
1085,21,2020-10-14 19:39,유상아 너무 착한거아니냨               천사가 따로없넼  
1086,21,2020-10-14 19:32,좀 멋있네  
1087,21,2020-10-14 19:28,만화는 많이 읽는데   허헣  
1088,21,2020-10-14 19:28,푸른 파수꾼
1089,21,2020-10-14 19:27,   책 많이 읽을게  요 근데 책 읽는 목적이 악마 암살인가요   
1090,21,2020-10-14 19:25,한명오한테 엄마하는거 복선입니다 여러분
1091,21,2020-10-14 19:23,오아아 아아아아    및힌 조네 간지나   
1092,21,2020-10-14 19:22,야발     무기연마를 우리엄마라 봤어
1093,21,2020-10-14 19:21,근데 웝소설이니까 폰을 마니 보세요 아닌가  
1094,21,2020-10-14 19:21,크
1095,21,2020-10-14 19:13,망했다  중간과제랑 시험 준비해야하는데 정주행했어   너무   좋아      
1096,21,2020-10-14 19:10,     한명오 입에 촉수들어가는거 모자이크 하니까 더 이상해보인다고 댓글로 치더니 모자이크 삭제했네
1097,21,2020-10-14 19:09,   나혼렙을 이을 대작이다
1098,21,2020-10-14 19:06,상아 언니 능력치 어떡 함 진짜                
1099,21,2020-10-14 19:05,이거 재밌나  나혼자만 레벨업 같은건가 
1100,21,2020-10-14 19:04,  평소에 저런책만 읽얐다고 
1101,21,2020-10-14 18:59,블러처리는 막베댓도 같이 읽으시면댐     
1102,21,2020-10-14 18:57,이    읽겠습니다   
1103,21,2020-10-14 18:50,책갈피스킬은 헌터헌터 에서 가져온거네  
1104,21,2020-10-14 18:50,파렴치 
1105,21,2020-10-14 18:47,내가 변태인건가 샹   
1106,21,2020-10-14 18:45,3배댓이게 마래에서있었던일을토대로 소설을 만든다는개 소설에 나와있었을거에요 그래서 조롷게 잡설정이 많은거임
1107,21,2020-10-14 18:44,악마의 엄마가 되었다
1108,21,2020-10-14 18:42,세상이 멸망했는데 악마종의 엄마가 된 건에 대하여
1109,21,2020-10-14 18:40,멸살법이 망한이유   작가도 모르는 설정이 너무 많아서
1110,21,2020-10-14 18:39,독서의 중요성을 알려주는 웹툰이다
1111,21,2020-10-14 18:39,역시 독서인가      
1112,21,2020-10-14 18:38,와 너무 멋있다    책을 많이 읽으면 머릿속에 들어와서 다 기억이 되는구나    대단하다
1113,21,2020-10-14 18:35,잡설정 많네라고 하지 마세요 큰겁니다
1114,21,2020-10-14 18:34,멸살법이    설명충이었다는 걸 실감하게 됨    
1115,21,2020-10-14 18:26,웹툰은 만화다 만화는 책이다  웹툰은 책이다 
1116,21,2020-10-14 18:22,   저건나오지도않았다는데멸살법이있네
1117,21,2020-10-14 18:20,   
1118,21,2020-10-14 18:20,블러 없어졌네               
1119,21,2020-10-14 18:20,칼리두 쿨리발리 
1120,21,2020-10-14 18:18,진짜   작화 엄청나  
1121,21,2020-10-14 18:15,리븐이냐
1122,21,2020-10-14 18:14,의  이거 진짜 애니와 해야한다
1123,21,2020-10-14 18:10,아니근데 멸살법 진짜 설명충 소설이었나봐 무슨 지나가는 몹 공격패턴까지 다 적었담  
1124,21,2020-10-14 18:07,책갈피 스킬 진짜 사기급     백청강기   기다렸어요      
1125,21,2020-10-14 18:02,아뇨 압축은 아니고 진행이 빠른거에요
1126,21,2020-10-14 17:58,엄마 나 오늘부터 책 읽을게
1127,21,2020-10-14 17:57,아오 개운해
1128,21,2020-10-14 17:52,책을 많이 읽으면 괴물을 잡을 수 있다 메모   
1129,21,2020-10-14 17:51,최근에 애니제작 이야기도 나왔는데 이 작화 그대로 가게될지 궁금하고  진짜 나오면 대박일듯그럼 이만 소설보러
1130,21,2020-10-14 17:51,애들아 책읽어라 저렇게 된다
1131,21,2020-10-14 17:45,국영수위주로 공부했어요냐   
1132,21,2020-10-14 17:44,이거   촉수물이였구나
1133,21,2020-10-14 17:43,독자 잘생겻다
1134,21,2020-10-14 17:40,애니 수백화 준비중이랬지 않나 
1135,21,2020-10-14 17:39,책책책 책을 읽읍시다  
1136,21,2020-10-14 17:38,이래서 책을 많이 읽어야해
1137,21,2020-10-14 17:38,이 씹덕같은 애니    쥬넨 멋있어  
1138,21,2020-10-14 17:38,                       아 책갈피 감탄하면서 보고 있었는데 마지막 대사 좀 에바였다   이건 작화로도 살릴 수 없는 대사였다
1139,21,2020-10-14 17:36,한명오 그장면을 블러처리 했었다닝    별걸다 검열하네 증말   
1140,21,2020-10-14 17:36,어라 꿀럭꿀럭하는 촉수 컷을 윗부분을 잘라냈넼          한달 전에는 걍 얼굴까지 있었는뎈     
1141,21,2020-10-14 17:32,아니 그 촉수 그장면을 블러처리 했었다고요     그게 더 이상하지 않아   
1142,21,2020-10-14 17:32,이건걸 대체 누가보냐 수준 저급  
1143,21,2020-10-14 17:29,살짝 유희 뭐시기 그 카드로 하는것처럼 싸우네
1144,21,2020-10-14 17:26,독서 권장 웹툰   다들 독자가 됩시다  
1145,21,2020-10-14 17:26,촉형 여기 축수물 있어
1146,21,2020-10-14 17:24,악마종을 몸에   와우 그것도 남자가 성차별도 없는 깨끗한 웹툰
1147,21,2020-10-14 17:23,도서관으로 갑니다       
1148,21,2020-10-14 17:23,시   는 욕으로 알아들으면서 시바는 왜 욕 인지 몰라 네이버
1149,21,2020-10-14 17:22,시바 존나 멋있어
1150,21,2020-10-14 17:21,그림   잘그린다
1151,21,2020-10-14 17:19,여러분 책을많이 읽어야 살수있습니다
1152,21,2020-10-14 17:17,다들 책을 읽도록 합시다
1153,21,2020-10-14 17:13,확실히 작화가 미쳤다 진짜
1154,21,2020-10-14 17:09,그게 책을 읽는다고 되는게 아니야  
1155,21,2020-10-14 17:09,남자      촉수라니역시  이군
1156,21,2020-10-14 17:07,리븐이야    부러진 건 다시 붙이면 돼
1157,21,2020-10-14 17:02,소설로 22화입니다
1158,21,2020-10-14 17:01,여기 소설로는 몇화부터에요   
1159,21,2020-10-14 16:55,촤라랄라    
1160,21,2020-10-14 16:54,독자 엄빠되면 잔소리 좀 많이 하겠는데 
1161,21,2020-10-14 16:53,독자채고
1162,21,2020-10-14 16:45,책읽으러 갑니다
1163,21,2020-10-14 16:44,해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  해치웠나  
1164,21,2020-10-14 16:38,그래도 책은 안돼
1165,21,2020-10-14 16:38,우와 진짜 분량 쩐다
1166,21,2020-10-14 16:37,어 그러게 블러 없어졌네   유료분일땐 있었는데
1167,21,2020-10-14 16:32,미자한테만 블러처리 되있나벼    난 없는데
1168,21,2020-10-14 16:27,와 진짜 볼 때마다 감탄한다 원작 잘 살리고 작화도 대단하고 표현력도    존경합니다 작가님
1169,21,2020-10-14 16:26, 
1170,21,2020-10-14 16:25,명오씨  삼킨건아니죠  설마 아니겠지   
1171,21,2020-10-14 16:22,그건 책이아니라 소설 이잖  잠만 소설이 책인데 
1172,21,2020-10-14 16:21,독서왕 김독서
1173,21,2020-10-14 16:17,아 모지 반한거같다
1174,21,2020-10-14 16:17,여자 입에다 촉수 박고 하는 건    트위터나 타 플랫폼 19금 웹툰에 많지 않나  남자 촉수 문것만 허용하는 네이버 탓해야지 뭐
1175,21,2020-10-14 16:13,유상아 입에 촉수 들어갔으면 그분들이 난리 났겠지 
1176,21,2020-10-14 16:10,나도 멸살법같은 소설 보면 쎄질 수 있나  아  
1177,21,2020-10-14 16:05,사람으로치면 꼬 를 짜른건데  
1178,21,2020-10-14 16:04,책 앞으로 열심히 읽어야지  
1179,21,2020-10-14 16:00,멋지다
1180,21,2020-10-14 15:58,김독자 진짜       내 최애캐 될 듯   
1181,21,2020-10-14 15:51,다행이도 금기어는 말하디 않는구나
1182,21,2020-10-14 15:51,책갈피란 스킬 사긴데 
1183,21,2020-10-14 15:50,해치웠나   훗   
1184,21,2020-10-14 15:50,강해지고싶나  그럼 책을봐  초절정을 넘어설테니 
1185,21,2020-10-14 15:49,책 많이 읽어야지  
1186,21,2020-10-14 15:48,마지막 장면 학교 쌤인줄   
1187,21,2020-10-14 15:48,아니근데                책이 아니라 휴대폰 판소잖아           근데 많이 읽긴 읽었다 3000편 넘는거를    심지어 쌩초반 몬스터 소화액 나오는 시간이랑 공격패턴 그런거 다 욱여넣어논 걸           
1188,21,2020-10-14 15:46,엌    
1189,21,2020-10-14 15:40,자 모두 들으셧죠  평소에 책을 많이 읽어야 되요
1190,21,2020-10-14 15:38,블러 수정됏대요
1191,21,2020-10-14 15:35,개쩐다
1192,21,2020-10-14 15:34,독서 합시다 여러분
1193,21,2020-10-14 15:33,소설을 욱여넣어야 하니까 뭔가 사알짝 난잡해서 이해 안될법도 한데 이게 또 이해가 되네     아 정 모르시겠는 분들은 전독시 소설 원작 보고오세요 무료회차중에 이 내용도 있어요
1194,21,2020-10-14 15:32,블러처리 안했는데 
1195,21,2020-10-14 15:30,멸살법 작가 진짜로 설명충이었나 보넼          
1196,21,2020-10-14 15:28,대박
1197,21,2020-10-14 15:27,야 너 말 똑바로해야지    평소에 책 많이 본 거 아니고 멸살법만 뒤져라 본거잖아  
1198,21,2020-10-14 15:27,맞는말 인데 소설책
1199,21,2020-10-14 15:26,맵핵 오지네   
1200,21,2020-10-14 15:24,독자 멋있다아   
1201,21,2020-10-14 15:22,내취양은  아닌데
1202,21,2020-10-14 15:21,이게 재밌음 
1203,21,2020-10-14 15:21,한명오 촉수에 블러라눀        젴             
1204,21,2020-10-14 15:20,근데 잡설정이 많아도 이해할 수 있는게 줄여서 멸살법이라고는 하는데 원래는 멸망한 세상에서 살아남는 세 가지 방법이 풀네임이니까 잡설정이 많을만 한 듯   
1205,21,2020-10-14 15:15,오늘의 느낀점  독서의 중요성  
1206,21,2020-10-14 15:14,책을 많이  라기 보단 한 책을 꾸준히   
1207,21,2020-10-14 15:10,책 읽으로 갑니다   
1208,21,2020-10-14 15:10,이제부터 판타지 소설 많이 읽겠습니다 충성충성
1209,21,2020-10-14 15:09,독자가 줄어들수밖에없었던이유가 이번에나오네         
1210,21,2020-10-14 14:57,멸살법 이정도 티엠아이면 그냥 다큐멘터리 아니냐         그래서 독자가 하나 뿐이었네
1211,21,2020-10-14 14:55,이게재밌냐    
1212,21,2020-10-14 14:54,약간 좀 전생슬에서 리무르가 자동 전투하는 거랑 비슷한데    죄송합니다   
1213,21,2020-10-14 14:53,독자에겐 독자만의 삶이 있지 그치
1214,21,2020-10-14 14:50,한명오   힘내라
1215,21,2020-10-14 14:50,미친 독자 왜 이렇게 이뻐
1216,21,2020-10-14 14:50,책의 중요성    
1217,21,2020-10-14 14:49,김독자 성좌들 안보이냐 하는거 되게 진지할 분위기일줄 알았는데    표정 너무 귀여운거 아니냐고요    
1218,21,2020-10-14 14:47,네 오빠
1219,21,2020-10-14 14:46,한명오 이쁜 아이 낳아라     
1220,21,2020-10-14 14:36,멸살법 작가님이 설정충 
1221,21,2020-10-14 14:33,진짜 존나 설명충소설을 삼천편넘게읽은 독자도 쌉 변태다 진짜         나같으면 한편읽고 던졌어 진짜
1222,21,2020-10-14 14:31,인기순 1등이다    조회순 1위 가자
1223,21,2020-10-14 14:31,김독자 사랑해
1224,21,2020-10-14 14:30,아 그렇구나 책을 많이 읽으면 괴물 공격 다 쳐낼수있구나   
1225,21,2020-10-14 14:25,배댓4번째보니까 네웹에 씹덕들이 많구나하는 생각
1226,21,2020-10-14 14:25,한명오 챙기는거 아닐수도 있겠다괴물이 엄마도 라고 했으니까 안태어나게 할려고 촉수 자른거일수도
1227,21,2020-10-14 14:22,책 많이 읽어야 하는구나  
1228,21,2020-10-14 14:20,  멋져
1229,21,2020-10-14 14:20,한명오        흨     
1230,21,2020-10-14 14:19,우와 댕멋있다   독자 원작에서 그 나오는 당연하다는 말투 매력적이얏
1231,21,2020-10-14 14:18,임신하는게 아니라 에일리언처럼 악마종의 씨앗을넣어 숙주로삼아 자라나는걸로 추정됍니다 이상한 생각 하지 마세요 
1232,21,2020-10-14 14:17,아 진짜 이 웹툰보려고 수요일만 기다려진다 
1233,21,2020-10-14 14:16,와씨 존나 멋있다   
1234,21,2020-10-14 14:15,한명오가 악마종의 아이를 가졌을 수도 있으니 독자가 촉수가 아닌 목을 잘라야 하는데  
1235,21,2020-10-14 14:10,김독자 멋있노
1236,21,2020-10-14 14:09,작화미쳤노
1237,21,2020-10-14 14:06,임신 축하드려요   도련님이시네요  
1238,21,2020-10-14 14:04,가을은 독서의 계절입니다  여러분
1239,21,2020-10-14 14:03,아 촉수물인줄      
1240,21,2020-10-14 14:01,엌      
1241,21,2020-10-14 14:00,와 미친 개 잘생겼다        네 오빠 책 만 이 읽을 께요 엉엉
1242,21,2020-10-14 13:58,부러진 직검 다크소울3  시작무기
1243,21,2020-10-14 13:55,존  멋있어
1244,21,2020-10-14 13:51,평소에 책을 많이 읽으면된다니 독자야 너는 멸살법만 읽는거 아니었니    
1245,21,2020-10-14 13:43,와  독서장려 지린다   
1246,21,2020-10-14 13:43,도깨비 존나귀엽네
1247,21,2020-10-14 13:35,설명충 멸살법 작가때문에 독자가 없었던거니까 유일한 독자씨가 여기서 살아남을 수 있는거지 
1248,21,2020-10-14 13:34,퀼리티 쩐다
1249,21,2020-10-14 13:32,그래서 한명오부장은 출산을 어디로 한거임 
1250,21,2020-10-14 13:32,본격 도서 권장 만화
1251,21,2020-10-14 13:28,맞는말이라 어이없다
1252,21,2020-10-14 13:27,토  통역 충  
1253,21,2020-10-14 13:27,오늘부터 독서하러 간다
1254,21,2020-10-14 13:27,아니근데 진짜 김독자얼굴이 코인빨로 버프된건가 아님 적응해서 인상이 달라진건가 얼굴 첫화랑 딴판이다   대박
1255,21,2020-10-14 13:26,아 맞아 한명오                          저랬지                              그나저나 드디어 신념의 칼날 얻었당       빨리 쓰는 거 보고싶었다고
1256,21,2020-10-14 13:20,너무좋아
1257,21,2020-10-14 13:20,캬  곧 한명오 딸 한다솜이 나오겠네
1258,21,2020-10-14 13:19,         님이요
1259,21,2020-10-14 13:19,밑 댓글 분 그건 원작작가님 소설 께 물어보셔야 하지 않을까요  
1260,21,2020-10-14 13:19,아놔 진짜 이거 이런 장르였어           
1261,21,2020-10-14 13:11,멸살법은 왜 저런걸 하나하나 다 설명했을까  그러니 독자 빼고 안보지
1262,21,2020-10-14 13:11,리븐 누가 키웠누
1263,21,2020-10-14 13:09,작화 지리네 진짜         
1264,21,2020-10-14 13:09,얘들아 책 많이 읽자 진짜 이런 교훈을 주는 웹툰은 이거 밖에 없다
1265,21,2020-10-14 13:04,오늘화 요약  책 많이 읽어리
1266,21,2020-10-14 13:04,옆동네 튜토리얼 뭐시기랑은 차원이 다르네
1267,21,2020-10-14 13:04,전독시 원작소설 읽으라는 김독자의 큰그림
1268,21,2020-10-14 13:02,오늘부터 책 읽는다
1269,21,2020-10-14 13:01,마지막 개멋진데
1270,21,2020-10-14 12:59,결론 책을 많이 읽어라
1271,21,2020-10-14 12:58,독서의 힘
1272,21,2020-10-14 12:56,촤라라라라라
1273,21,2020-10-14 12:54,김독자 어떻게 평범남 설정임     몇몇 웹툰 남주들 다 쌉바르는 외몬뎈       
1274,21,2020-10-14 12:54,유료분 결재해서 다행
1275,21,2020-10-14 12:53,엥  이거 원래 블러처리 되있었눈데
1276,21,2020-10-14 12:50,명오 이제 아빠   아니 엄마 되는거야   
1277,21,2020-10-14 12:47,실제로 저 책 있어서 읽으면    웃음만 나올듯 설명 너무 자세해서           
1278,21,2020-10-14 12:47,한창재밌게읽다가쿠키내래서딥빡
1279,21,2020-10-14 12:44,전개속도 진짜 좋다
1280,21,2020-10-14 12:35,난 책갈피라길래위험하면 책갈피 꽂아넣은데로 갈아가는줄   
1281,21,2020-10-14 12:34,아무리 통역 스킬이 있다고 해도 저걸 어떻게 해석했데   대단하다 
1282,21,2020-10-14 12:33,한명오 임신해요   
1283,21,2020-10-14 12:27,독자            김독자 오늘도 미모 열일하는 오징어   
1284,21,2020-10-14 12:27,책을 많이 읽으면 악마를 이길수있다 역시 책은 많이 읽으면 좋아 
1285,21,2020-10-14 12:21,크으 갸멋잏 어
1286,21,2020-10-14 12:20,이래서 웹소설을 봐야되
1287,21,2020-10-14 12:16,와 겁나 멋있당
1288,21,2020-10-14 12:14,아    이제부터 먀일 도서관가서 책읽으러간다 이달의 독서왕 딱대  
1289,21,2020-10-14 12:13,빨리 다음화   
1290,21,2020-10-14 12:12,독서권장 멘트 쏘 스윗하군 
1291,21,2020-10-14 12:12,와 작화퀄보소   
1292,21,2020-10-14 12:08,         가을은독서의계절 
1293,21,2020-10-14 12:07,포켓몬 대결하고 어떻게   나를    이러고 끝나는거같앜     
1294,21,2020-10-14 12:06,나도 책좀 읽어야 하나    
1295,21,2020-10-14 12:03,헛소리야 책많이 읽는다고 너처럼 괴물이 되진 않아
1296,21,2020-10-14 12:01,액션신 미쳤다 넘 멋있어요    
1297,21,2020-10-14 11:59,진짜 전투씬 대박이다    
1298,21,2020-10-14 11:58,한명오 촉수물이라니   보고 싶지 않아   
1299,21,2020-10-14 11:56,솔까 이거 애니로 나오면 무조건 대박
1300,21,2020-10-14 11:56,와   개간  
1301,21,2020-10-14 11:53,책넘어갈때 촤라라라라라라라라라 나만 터졌냨    
1302,21,2020-10-14 11:51,멸살법 독자가 왜 유일한 독자인지 알겠다 누가 저걸 다 읽고 앉았어
1303,21,2020-10-14 11:49,캬
1304,21,2020-10-14 11:40,어우야  남캐촉수플레이라니
1305,21,2020-10-14 11:40, 나는 검사가 아니라 독자니까  하면서 책갈피 효과 나올떄 진짜 개소름  
1306,21,2020-10-14 11:37,진짜 소설 원작이랍시고 가져온 웹툰 중에 제일 재밋다 그림체며 내용이며 전개까지 완벽
1307,21,2020-10-14 11:37,매일 느끼지만 그림 진짜 잘그린다  
1308,21,2020-10-14 11:36,그러니까 지금 한명오더러 크레타의 아이를 낳으라는 상황인거야  그아아앗    
1309,21,2020-10-14 11:30,본격 독서권장웹툰
1310,21,2020-10-14 11:29,소설보고 웹툰보니까 너무 짱이예요 연출 진짜 무슨일    넘 좋다
1311,21,2020-10-14 11:27,몇억권 읽어도 안된다
1312,21,2020-10-14 11:26,오늘부터 책읽는다    
1313,21,2020-10-14 11:21,수요 1위 굳굳
1314,21,2020-10-14 11:21,크으
1315,21,2020-10-14 11:12,촉까시 오우야
1316,21,2020-10-14 11:12,멸살법은 작가가 독자를 위해 일부러    로 쓴 소설입니다     
1317,21,2020-10-14 11:09,작가님 촉수물   솔직히 노리셨죠      
1318,21,2020-10-14 11:09,이래서 책읽기가 중요하다고 하는거구나
1319,21,2020-10-14 11:07,착한생각 착한생각
1320,21,2020-10-14 11:06,  
1321,21,2020-10-14 11:05,책갈피가 이런 기능이 었구먼     이번화를 통해 제대로 알겠   
1322,21,2020-10-14 11:02,미노타우르스의 아이를 나아라  그아아아앗  
1323,21,2020-10-14 10:59,빛이여   한순간 리나가생각남    빛의검
1324,21,2020-10-14 10:50,아아 그책은 소설이 아니라 튜토리얼이었구나
1325,21,2020-10-14 10:48,소설이 개인적으로 더 재밌습니다 소설 안 읽으셨으면 읽는거 추천 
1326,21,2020-10-14 10:47, 성좌  전지적 독자 시점 독자 님이 쿠키를 주라고 합니다 
1327,21,2020-10-14 10:46,본격 독서장려웹툰
1328,21,2020-10-14 10:45, 성좌  전지적 독자 시점 독자 님이 쿠키를 주라고 합니다 
1329,21,2020-10-14 10:45,             평소에 책을 많이 읽으면 됕            
1330,21,2020-10-14 10:42,전독시 진짜 18년 연재할것같은데 나중에 중학생된 내 딸이 전독시보고있는거 보면 감회가 새로울것같다    민지야 뭐보니 전독시 그거 1화나온게 엄마가 대학생때야   니 태교 그걸로 했다  
1331,21,2020-10-14 10:41,블러처리때문에 한명오 얼굴 개구리됌
1332,21,2020-10-14 10:38,옆동네 헬퍼 보고 오니깐 신세계네 아오  
1333,21,2020-10-14 10:37,꺄 머시따 
1334,21,2020-10-14 10:37,평소 책을 많이 읽으면 됨  정답      
1335,21,2020-10-14 10:36,본격 독서 권장 만화
1336,21,2020-10-14 10:35,나혼렙이랑 너무 헷갈린다
1337,21,2020-10-14 10:35,멸살법 현실에 있었음 더게이머 상위호환일듯   
1338,21,2020-10-14 10:31,멋지다 김도쨔    
1339,21,2020-10-14 10:30,판타지소설보다    본케이스가 공부  잘하는척 책많이 읽으면돼       
1340,21,2020-10-14 10:27,나만 중간에 촤라라라락 보고 뿜었나 
1341,21,2020-10-14 10:27,안경 이름 까먹었는데 악마가 걔한테 입에다 촉수 집어넣는거 보고 내취향 아니라고했다   
1342,21,2020-10-14 10:26,마지막말 무슨 선생님이냐 제수없어
1343,21,2020-10-14 10:24,베댓들이 다 9월이라 이상해   
1344,21,2020-10-14 10:24,사실 전독시가 설명충인게 아니라 각 화 끝에 자잘하게 뭘 써놓았던게 아닐까 
1345,21,2020-10-14 10:24,멸살법이 사소한 내용까지도 엄청 자세하게 적어놓은 책이라서 저런 악마종 패턴까지 적혀있는것 같네요  그만큼 인기는 없었지만   
1346,21,2020-10-14 10:22,멸살법 독자가 얘밖에 없던 이유가 여기서 드러나는군 
1347,21,2020-10-14 10:22,명작에 그림작가를 잘만나 명화가 되니 감격스럽다 진짜  
1348,21,2020-10-14 10:21,아니 멸살법 어떤 설명충이 적었길래 악마종 패턴이 나와있는거야                                    
1349,21,2020-10-14 10:19,그래 남주 니 팔뚝 굵다 굵어     굿 샷 이었슴      
1350,21,2020-10-14 10:17,           이젠 촉수에도 블러처리를 해 개빡대가리들임이 분명하다
1351,21,2020-10-14 10:15,교훈인가 
1352,21,2020-10-14 10:13,하품만 나온다 나혼랩이나 보러가야지 
1353,21,2020-10-14 10:13,이 소설은 좋지만 설명충이 가득한 소설은 보고싶지 않다   
1354,21,2020-10-14 10:12,친절한 상아씨       다 번역해줫서       
1355,21,2020-10-14 10:12,와 진짜 매 화 볼때마다 감탄만 나온다     소설 읽을 때 상상했던게 다 완벽하게 그림으로 구현이 되있네    진짜 놀랍다    
1356,21,2020-10-14 10:09,검사가 아니고 독자  소재랑 그림이랑 좀 안 맞는다   이걸 재밌다고 해야돼 재미없다고 해야돼    
1357,21,2020-10-14 10:08,왜 배댓에 우리 검은소님 엄서
1358,21,2020-10-14 10:07,아니 독자야   아이템을 샀으면 그걸 우리한테도 알려줬어야지 혼자 알고있음 어떡해   
1359,21,2020-10-14 10:02,왜 책 많이 읽어도 전 저렇게 못하나요 마치 그 참 쉽죠 같네요
1360,21,2020-10-14 10:01,오케이 책의 중요성  책읽으러 간다
1361,21,2020-10-14 10:00,김독자 소설을 세종대왕 급으로 읽었나 본뎈     하나하나 다 기억하넼   
1362,21,2020-10-14 10:00,원작자는 두먄 할것도 없이 재밌게 썼으니 1등 그림체도 몰입 잘되니 1등 그리고 또 1등 주고픈 게 각색자 웹툰에 맞게 진짜 각색 잘하는 게 느껴짐 비슷한 웹툰 네이버에 다섯개 넘게 있는데 늘상 있는 분량 스토리 전개 속도 이거에 대한 불만이 이 웹툰에선 전혀 없음 이게 각색자 힘이라 봄
1363,21,2020-10-14 09:59,오늘의 결론   책을 읽자  검은도깨비도 나름귀엽
1364,21,2020-10-14 09:58,평소에 책을 많이 읽으면 돼       
1365,21,2020-10-14 09:56,아 부장님   
1366,21,2020-10-14 09:56,와  여러분들 평소에 책을 읽으면 이렇게 살아남을 수 있습니다 어서 책을 읽읍시다   와 책이다  
1367,21,2020-10-14 09:55,도깨비 인형 굿즈나오면 귀엽겠다
1368,21,2020-10-14 09:53,유상아씨를 보니 현실세계 스펙이 판타지세계로 가도 스펙이 되는군요 자기계발을 열심히 해야겠   
1369,21,2020-10-14 09:52,와진짜 개쌉핵이네
1370,21,2020-10-14 09:50,성좌들 닦달하는거 개웃기넼     
1371,21,2020-10-14 09:50,    촉수
1372,21,2020-10-14 09:49,저만  촤라라라라    웃긴가욬       작가님 센스 짱          
1373,21,2020-10-14 09:49,소름돋는다
1374,21,2020-10-14 09:48,촉  수  물           
1375,21,2020-10-14 09:47,판타지에서 악마 대처법 설명하는데요 베댓아  단지  조건이  까다롭지
1376,21,2020-10-14 09:43,새겨듣겠습니다 오라버니
1377,21,2020-10-14 09:42,                       블러 궁금하다
1378,21,2020-10-14 09:41,우리 김독자 많이컷네 우쭈쭈
1379,21,2020-10-14 09:41,와씨 너무 재밌어   8
1380,21,2020-10-14 09:41,이 웹툰의 교훈은 단 하나   책을 많이 읽어라 이것들아                
1381,21,2020-10-14 09:36,이래서 아빠가 책 읽으라고 하는거구나
1382,21,2020-10-14 09:36,책을 많이 읽을 이유가 생겼다 
