productNo,Date,Review
3400123,2022-09-11 00:50,📍46번 시나리오 시작📍김독자 일행 성운 김독자 컴퍼니 가입
3400123,2022-09-11 00:41,📍김독자 이수경 대화
3400123,2022-09-11 00:35,📍과도한 성흔 사용으로 죽어가는 유상아올림포스를 부수러 가죠
3400123,2022-09-11 00:34,재환이가 여기서 왜나와ㅋㅋㅋ
3400123,2022-09-11 00:27,📌아가레스와 메타트론
3400123,2022-09-11 00:26,"📍김독자 등장인물처럼 묘사됨📍정희원 한수영 불화, 유상아 김독자 방문 거절"
3400123,2022-09-11 00:18,"📌장하영(정체불병의 벽->불가능한 소통의 벽 진화, 그로 인해 일시적으로 성좌와 배후 계약 가능->긴고아의 죄수(손오공) 배후)//김독자를 구하러 갈 수 있는 한명"
3400123,2022-09-11 00:10,📍한낮의 밀회 3년동안 기간 연장한 유중혁;;;;ㄹㅇ 개 맛도리
3400123,2022-09-11 00:06,"📌📌양산형 제작자->파천검성, 유호성, 장하영 불러들임//장하영의 배후성: 긴고아의 죄수, 제천대성 손오공"
3400123,2022-09-11 00:06,📌이십사수매화검법
3400123,2022-09-11 00:03,오징어 스카이 다이빙ㅋㅋㅋㅋㅋ개웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3400123,2022-09-10 23:49,아아 저 문자는 도깨비 왕이 쓴거가되는구나
3400123,2022-09-10 23:48,신123 볼 때마다 김독자 유중혁 한수영이 생각나는 단어야
3400123,2022-09-10 23:16,"내가, 사랑했던 여인 >> 너무 늦어서 미안하다 수영아너희가 사랑이었으면 좋겠어
하우에버 사랑이 아니었으면 좋겠어
진짜 내 감정은 뭘까"
3400123,2022-09-10 23:01,제4의벽 일찐이냐고ㅋㅋㅋㅋㅋㅋㅋ 친구 이런다음에 정체불명의 벽이 고통 호소ㅋㅋㅋㅋ
3400123,2022-09-10 22:58,아니 이제야 전독시 보기 시작한 독자인데 김독자 외전을 못 본다는게 말이 됩니까 징짜 울고 십네요
3400123,2022-09-10 22:54,📌메인25 마왕 선발전
3400123,2022-09-10 22:49,존댓말하는 김독자가 그립다ㅋㅋㅋㅋㅋㅋ 제4의벽 왜 이렇게 귀여운건데
3400123,2022-09-10 22:45,ㅊㄱㅍ 군생활 김컴
3400123,2022-09-10 22:38,독수 늑대머리띠 유중혁 여우 머리띠
3400123,2022-09-10 22:35,그저 빛..
3400123,2022-09-10 22:27,📌왕이 없는 세계의 왕 곡해
3400123,2022-09-10 22:21,"📌설화 공단의 해방자, 제멋대로 곡해자"
3400123,2022-09-10 21:56,ㅋㅋㅋㅋㅋㅋ김독자 진짜개웃기다
3400123,2022-09-10 21:48,상견례프리빠꾸
3400123,2022-09-10 21:45,갱쥐절대지켜
3400123,2022-09-10 21:28,오오~ 독짜라네~~
3400123,2022-09-10 21:09,이거 웹툰으로 나올때 중혁이 엉덩이가 걸레짝되어 있는거 볼 수 있는건가요
3400123,2022-09-10 20:58,눈물나요ㅠㅠㅠㅠㅠ 하 ㅠㅠ
3400123,2022-09-10 20:49,우리엘 진짜 맘아프다ㅠㅠㅠㅠㅠㅠㅠㅠ
3400123,2022-09-10 20:44,📌유중혁 가장 오래된 꿈의 꼭두각시
3400123,2022-09-10 20:40,어머 1001번째라니
3400123,2022-09-10 20:36,"📌설화 심연을 들여다본 자, 혹부리 비유 납치"
3400123,2022-09-10 20:04,김독자 컴퍼니 군대성좌들 채널 입장
3400123,2022-09-10 19:19,📌등장인물 김독자 이해도 증가
3400123,2022-09-10 19:13,가륵가륵 너무 귀여운거 아님? 막 가륵가륵 웃을거 같아 가륵가륵가르륵(*´ ˘ `*)
3400123,2022-09-10 19:08,끔찍한 대홬ㅋㅋㅋㅋㅋ 길영아 오해야..
3400123,2022-09-10 18:22,📌스승한테 사기치기
3400123,2022-09-10 18:10,ㅊㄱㅍ 웹소설탈영중대장
3400123,2022-09-10 17:57,ㅊㄱㅍ 중혁군생활
3400123,2022-09-10 17:36,ㅠ....
3400123,2022-09-10 17:34,눈시울이 시큰 ㅠㅠㅠㅠ 하 작가님 천재
3400123,2022-09-10 17:32,이 에피 읽는순간...'지겹다 똑같은 레파토리'..
3400123,2022-09-10 17:19,📌키리오스 가짜 김독자 학살
3400123,2022-09-10 17:04,📌히든 시나리오 김독자 게임
3400123,2022-09-10 16:57,📌내 제자를 족치러 갈 것이다
3400123,2022-09-10 16:50,"📌나는 이곳의 멸망을 막는다
너는 세계의 멸망을 막아라"
3400123,2022-09-10 16:37,중혁이도 벽 있어 완벽~☆
3400123,2022-09-10 16:16,결심하지마ㅋㅋㅋㅋㅋ
3400123,2022-09-10 15:38,완결 후 봐서 다행인것 같기도..
3400123,2022-09-10 14:54,레몬사탕 
3400123,2022-09-10 14:36,🏷내겐 늘 한 번뿐이었어.
3400123,2022-09-10 14:30,"📌■■의 향방에 영향, 멸살법 2차 수정본 업데이트 시작"
3400123,2022-09-10 14:17,유중혁
3400123,2022-09-10 14:15,📌제 1무림에 대멸망 시나리오가 시작되려 하고 있었다
3400123,2022-09-10 14:06,중혁아 왜 또 ㅈㄹ 이지..? 싶은 회차ㅜ아무리 억울해도 사람을 죽인다는게 말이 되냐 생키야
3400123,2022-09-10 14:03,지렸다
3400123,2022-09-10 12:27,"📌대도깨비 하롱, 빈 메모장"
3400123,2022-09-10 12:19,📌설화 기적의 도박사
3400123,2022-09-10 12:14,📌100만 코인 도박
3400123,2022-09-10 12:12,상아언니그동안쌓인게 있었구나?그런데 저팔계가 유중혁이라뇨..?
3400123,2022-09-10 12:09,📌소원권 미식협이 내게 예의를 지키길 바란다
3400123,2022-09-10 12:00,"📌악령 10명 퇴치, 아스모데우스 "
3400123,2022-09-10 11:49,"📌 ""왜 이들의 삶이 당신들의 예술이 되어야 하지?"""
3400123,2022-09-10 11:41,"📌안나의 잔인함, 김독자의 구원"
3400123,2022-09-10 11:34,"📌안나 크로프트 ""잃어버린 1세대를 돌려주겠다"""
3400123,2022-09-10 11:27,"📌징벌자 차이나 드레스, 양산형 제작자"
3400123,2022-09-10 11:27,파천검성 vs 키리오스
3400123,2022-09-10 11:15,유중혁...궁댕이맞는거 너무 하찮아진거같애 ㅠㅠ 상상이안간다
3400123,2022-09-10 10:55,📌 <냉혹미남 회귀자 유중혁이 이럴리가 없어>
3400123,2022-09-10 10:51,📌 김컴 노동혁명
3400123,2022-09-10 10:50,"📌강철의 첫번째 증명
희원이 남자는 모두 죽여야한다는거 넘 슬프다..."
3400123,2022-09-10 09:31,혼세마왕..? 이거 마법천자문이었냐고 마법천자문 나름 서유기 반영도 들어갔었네
3400123,2022-09-10 08:57,아..잠만 웹툰 그림팀 어케 그려ㅋㅋ
3400123,2022-09-10 08:44,나 김독자임 하고 광고하고 있는거 아님?
3400123,2022-09-10 07:52,"책갈피 너희는, 이 이야기를 여기까지만 본 거야"
3400123,2022-09-10 06:46,중증 BL중독잨ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3400123,2022-09-10 06:00,어 근데 칼 뽑으며 독자한테 다가오니까 화내며 칼뽑는 유중혁.!.??.
3400123,2022-09-10 03:27,📌레몬사탕첫등장너무좋아진짜미쳤어
3400123,2022-09-10 02:33,"📍설화, 심연을 들여다본 자를 획득하였습니다.📍혹부리한테 납치된 비유"
3400123,2022-09-10 02:26,📍그러게 오래 보지 말라고 했잖아김독자 특성창 확인
3400123,2022-09-10 02:11,📍키리오스에게 사기치는 김독자..
3400123,2022-09-10 02:04,📍김독자 게임수치사…
3400123,2022-09-10 01:57,📍한명오 인생 조언📖나는 오직 내가 원라는 결말을 만들 것이다.
3400123,2022-09-10 01:49,📍네 놈 답지 않았다.📍키리오스 - 내 제자를 족치러 갈 것이다
3400123,2022-09-10 01:47,그니깐 코난을 혼자서 10년간 본 그런기분인거지?
3400123,2022-09-10 01:41,📍파천검성 “너는 이 ‘세계’의 멸망을 막아라.”
3400123,2022-09-10 01:30,📍멸살법 2차 수정본 업데이트
3400123,2022-09-10 01:22,"📍김독자 수식언 알게된 장하영📍제 1무림 멸망 시나리오 시작
📍기분좋은 유중혁..🥺"
3400123,2022-09-10 01:13,유중혁 금쪽이..
3400123,2022-09-10 00:47,수영이가 말한 소설 멸살법인가 ㅋㅋㅋ 노잼에 3000편 ㅋㅋㅋㅋ
3400123,2022-09-10 00:19,아니 들어왔는데 마지막화가 '남이 만든 만두'라는 이름이라서 화들짝 놀랐네ㅋㅋㅋ
3400123,2022-09-10 00:07,"🔖[내 화신을 건드리지 마라, 아스모데우스]"
3400123,2022-09-09 23:43,엥 여러번 회귀해서 스킬을 얻었다고? 그럼 거신화 스킬은 1회차나 2회차에서 얻은거임?
3400123,2022-09-09 23:34,그러고보니 파천검성의 가족은 어떻게 된거지 
3400123,2022-09-09 22:35,"📌안나 도발, 미식협 주요 본거지 도착"
3400123,2022-09-09 22:30,🔖분리불안 유중혁과 <올림포스> 수학여행 간 김독자
3400123,2022-09-09 22:17,🔖김독자 안나 내기 시나리오
3400123,2022-09-09 22:07,김컴: 성운인척하는 사기단체
3400123,2022-09-09 22:06,"난 이 소설의 끝을 다시 써보려해.운명같은 만남 마지막 장면엔 
네가 있어야해 그래야 말이 되니까."
3400123,2022-09-09 21:53,🔖김독자 습도보존 스킬 보유(피부 관리용)
3400123,2022-09-09 21:48,스마트폰을 볼때만 다양한 표정을 짓는다 ->이거 오타쿠 특징 아니냐
3400123,2022-09-09 21:35,확실히 버블하다가 팬싸간다고 생각해보면..
3400123,2022-09-09 21:05,하영이가 여자?
3400123,2022-09-09 20:14,하데스까지 속아서 올줄은...이러다 명줄도 바뀌겠어
3400123,2022-09-09 19:56,"📌이리스, 셀레나 킴, 안나 크로프트"
3400123,2022-09-09 19:40,ㅊㄱㅍ 은.모 요약
3400123,2022-09-09 18:47,📌여자 유중혁
3400123,2022-09-09 17:47,그럼 그렇지
3400123,2022-09-09 16:59,"📍대도깨비 채무좌들 잡아감📍미식협 폐회
📍김독자 모순 (자신도 성좌들처럼 타인의이야기로 안정 얻음)
📍멸살법 보는 독자"
3400123,2022-09-09 16:49,"📍김독자한테 여자로 변하는거 보여주기 싫어서 화면 끄라고 한 유중혁..변해서 싸워서 이김!!📍파천검희
📍설화 기적의 도박사 획득"
3400123,2022-09-09 16:47,스승님들...머시따
3400123,2022-09-09 16:47,"진짜 노골적인 일본캐 OOO만들기 역겹네 꼭 소설들 보면 일본, 중국캐들 선민의식 가득찬 ㅂㅅ으로 만들던데 좀 적당히 좀 해라 일본 한 번 가보지도 않은것들이 일본에서 대학 나온 입장에서 일본사람들이 한국인보다 친절하면 친절하지 더 나쁘진 않다 극우들도 소수고 애초에 일본인들은 조센징, 대일본제국 이런 말 자체를 안써;;ㅋㅋ"
3400123,2022-09-09 16:40,📍미식협 내기 100만 코인 걸기
3400123,2022-09-09 16:34,📍마왕급에게 전지적 독자시점 스킬 2단계 최초 발동📍나는 미식협이 내게 예의를 지키길 바란다
3400123,2022-09-09 16:28,📍책갈피 새로운 인물 파천검성 남궁민영📍이리스 몸으로 악령 10명 탈락시킴
3400123,2022-09-09 16:20,📍이들의 삶이 왜 당신들의 예술이 되어야 하지?
3400123,2022-09-09 16:12,"📍팔찌 원정대 이리스 (미식협)📍설좌, 구원의 마왕이 당신과 배후계약을 맺기를 원합니다."
3400123,2022-09-09 16:05,📍성좌 양산형 제작자의 화신 명일상
3400123,2022-09-09 15:59,📍양산형 설화 출품한 노인
3400123,2022-09-09 15:51,📍안나크로프트 신유승 운명 바런📍김독자 빡쳐서 격 발설
3400123,2022-09-09 14:29,ㅋ
3400123,2022-09-09 14:22,tls123이 예전에 독자씨 덕분에 이 이야기가 세상 밖으로 나올 수 있었다는 느낌으로 메시지를 보냈던 것처럼 어쩌면 독자가 아직 멸살법 최종본을 읽지 않았기 때문에 만약 실패라고 적혀있더라도 얼마든지 바꿀 수 있는거 아닐까요 아직 최종본은 세상에 나오지 않았으니.
3400123,2022-09-09 13:58,와..오늘 다시 정주행하는데ㅜㅜ
3400123,2022-09-09 13:58,🔖김독자: 내 세상은 여기야.
3400123,2022-09-09 13:09,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
3400123,2022-09-09 12:59,독자 진짜 열심히 노력했구나
3400123,2022-09-09 12:53,이현성 탄피 ㅋㅌㅌㅌㅌㅋㅋㅋㅌㅌㅌㅋㅌㅋ
3400123,2022-09-09 12:03,■■가 엔딩 아니면 작가?
3400123,2022-09-09 11:47,3000천편 넘는 설명충 소설 어케 봐여..
3400123,2022-09-09 11:47,이름없는 화신이 김독자를 조용히 응원합니다
3400123,2022-09-09 11:31,끝의 자격 마계의 봄
3400123,2022-09-09 11:04,눈물이 이야기 읽는걸 막는다
3400123,2022-09-09 10:18,우리엘이 분통함에 눈물을 흘리는게 왜이리 웃기냐
3400123,2022-09-09 10:17,한명오 자기 딸 손 꼭 잡고있는거 왜 슬프지...
3400123,2022-09-09 10:07,사과의 의미 100코인 ㅋㅋㅋ 도게자는 100만코인 걸어두고선 ㅋㅋ역시 쪼잔의 성좌
3400123,2022-09-09 10:04,도박중독이 이렇게 무섭습니다
3400123,2022-09-09 09:56,"중혁아, 우리는 세계를 구할 수 있다. 알지?
메인 시나리오 #8 최강의 희생양/ 유중혁 회귀 우울증"
3400123,2022-09-09 09:49,이리스는 특기가 뭐지..
3400123,2022-09-09 09:49,"🔖설화, '영원 불멸의 지옥도' 이야기 시작"
3400123,2022-09-09 09:41,성좌 김도게자 쪼잔함은 화신에게도 양보없지 ㅋㅋ
3400123,2022-09-09 09:34,흙을 먹으라가 좀 충격이긴 했지.. 흙을 먹어라 유중혁
3400123,2022-09-09 09:34,유중혁은그런 짐을 지고 살아가고 있구나ㅠ
3400123,2022-09-09 09:28,올림포스... 기간토마키아는 언제하는거지?
3400123,2022-09-09 09:20,예로부터 우리나라랑 러시아는 좋은 관계였지
3400123,2022-09-09 09:12,ㅋㅋㅋㅋㅋㅋ감금 1화만에 풀려나기
3400123,2022-09-09 09:04,덤벼라 개복치 바다의 왕을 가리자
3400123,2022-09-09 08:56,근데 그러면 대천사들은 어떻게 된거임?
3400123,2022-09-09 08:50,오빠가 아니라 구원마왕 맞는 거 같은데...근데 저걸 어떻게 해석해 ㅋㅋㅋ
3400123,2022-09-09 08:23,아니 왜 하필 구원의 마왕이 하필 또 못생긴 오징어임?ㅋㅋㅋㅋㅋ 왜곡이 심각하잖앜ㅋㅋ
3400123,2022-09-09 08:14,"🔖은모: [다시 만날 때는, 네가 그 '벽'의 제대로 된 주인이 되어 있길 바라지.]《귀환자 시나리오 - 금의 환향》
귀환자 겸 그룹의 왕 김독자 (촉수괴물ㅋ)"
3400123,2022-09-09 08:01,"이름:김독자특기:유중혁
어머니:명계여왕
아버지:명계왕
형제들:손오공들
딸:도깨비
와...진짜갓족보네
현실로왔으면 취재만으로빌 게이츠수준으로 돈벌이하갰네"
3400123,2022-09-09 07:02,🔖작가=아바타 특성 휙득 조건멸살법의 작가=아기? (오직 다음 이야기를 보고 싶은 욕망만이 남은)
3400123,2022-09-09 06:42,"""난 미래 같은 건 몰라. 하지만 하나는 알아. 당신은 세계를 구하고 싶다고 했지? 나도 마찬가지야.""
""그 사람이, 내가 구하고 싶은 세계야."""
3400123,2022-09-09 06:17,키리오스 츤데레였어ㅎㅎㅎㅎㅎㅎ
3400123,2022-09-09 06:05,독자는 구독자를 울려요 ㅠㅠㅠㅠ
3400123,2022-09-09 05:59,아아 장군님!
3400123,2022-09-09 05:12,"전독시 중 가장 좋아하는 108화
시대의 새벽길 홀로 걷다가
사랑과 죽음이 자유를 만나
언 강바람 속으로 무덤도 없이
세찬 눈보라 속으로 노래도 없이
꽃잎처럼 흘러 흘러
그대 잘 가라

그대 눈물 이제 곧 강물 되리니
그대 사랑 이제 곧 노래 되리니
산을 입에 물고 나는
눈물의 작은 새여
뒤돌아보지 말고
그대 잘 가라

김광석 - 부치지 않은 편지"
3400123,2022-09-09 04:57,특성진화 뜰때마다 디지몬 진화브금 머리속에서 재생되는데 어뜨카죠
3400123,2022-09-09 04:15,그.. 생일조차 좀 쓸쓸하고 슬픈 분위기로.. 아무튼 거기선 평범하게 만두를 먹으며 지내줘
3400123,2022-09-09 03:52,🔖1863회차 유중혁 구원튀 > 스스로 만들어가는 1864회차
3400123,2022-09-09 03:42,저런...결말 다 보고 3회차 간다는 거겟지?
3400123,2022-09-09 03:17,🔖전독시를 읽는 유중혁
3400123,2022-09-09 03:05,🔖어떤 복제는 원작을 뛰어넘을 수도 있지만 결코 원작이 될 수 없다.
3400123,2022-09-09 02:57,농담으로 몇번은 같이 웃고 지나갔는데 bl을 점점 노골적으로 즐기는 댓글이 많아지니 남자로서 유쾌하진 않네. 왜냐면 카터벨트 여자의 야한 옷차림을 좋아하는 변태 성좌를 출현시키고 계속 나오고 그걸 댓글에서 그 성좌 반응이 궁금하다는 식으로 놀이문화가 되면 여자들이 퍽이나 좋아할까? 난리날거다. 근데 그들은 한다. bl문화자체가 아니라 난 이런 공평하지 못한 상황이 불쾌할 뿐이다. 
3400123,2022-09-09 02:52,ㅠㅠㅠㅠ
3400123,2022-09-09 02:48,🔖주인공의 회귀로 만들어진 세계와 그곳에서 필요가 없어진 주인공 유중혁
3400123,2022-09-09 02:37,그럼 멸살법 볼 때 이야긴가?
3400123,2022-09-09 02:33,"🔖한수영의 아바타와 신성한 삼문답, 우리엘과 유중혁의 행복한 기억"
3400123,2022-09-09 02:30,제천대성 ㅠㅠㅠㅠ
3400123,2022-09-09 02:22,🔖멸살법 1863회차 - 한수영의 아바타
3400123,2022-09-09 02:21,지난회차에선 성별바꾸기 없이 파천검성제자가 된거니 피나는 노력 맞지않나
3400123,2022-09-09 02:20,저런 또라이랑 척을 지니 회귀만하지 싶다…
3400123,2022-09-09 02:07,🔖개가 된 유중....혁
3400123,2022-09-09 01:56,🔖김독자: 흙을 먹어라 유중혁
3400123,2022-09-09 01:44,📍우리성운 “김독자컴퍼니”📍미식협 동행인 안나 크로프트
3400123,2022-09-09 01:42,"🔖""내가 너의 이야기를 끝내줄게."""
3400123,2022-09-09 01:38,📍유중혁 여체화📍장하영 성별 떡밥
3400123,2022-09-09 01:38,소설의 각 담당의 진영이 미쳐가다니...
3400123,2022-09-09 01:34,진짜 제 4의벽 너무 너무...귀여워..ㅠㅠ
3400123,2022-09-09 01:31,아이고 세상에 손가락 왜 하나 더 썼나했네 대천사 때문이구나
3400123,2022-09-09 01:29,📍파천검도 팔이/ 페르세포네가 김독자 미식협 초대
3400123,2022-09-09 01:22,"📍파천검성, 유중혁 대화📍김독자 사기꾼.. 과 만두 꾸역꾸역 만두 처먹는 김독자"
3400123,2022-09-09 01:20,"🔖김독자: 28세, 대한민국 군필 남성 ( 미인으로 추정), 전 게임회사 계약직 현 성좌 겸 구원튀 전문가. 최애의 캐해를 부정당하는 한편, 성덕되다."
3400123,2022-09-09 01:14,📍파천검성중혁이궁디팡팡..!!
3400123,2022-09-09 01:06,🔖은밀한 모략가 - '결'을 본 존재1863회차의 유중혁
3400123,2022-09-09 00:53,"📌파천검도 팔이, 미식협 초대"
3400123,2022-09-09 00:48,"🔖이계의 연약[모든 것은 이미 쓰여 있고, 동시에 쓰여지고 있다.]
최후의 벽과 그 파편(제 4의 벽)"
3400123,2022-09-09 00:41,"이현성 테마파크김컴 커플/가족 할인, 귀여운 머리띠
한국 남성체 화신 이용 주의 요망"
3400123,2022-09-09 00:29,독자랑 한수영의 대화는 언제 봐도 느끼는 게 많음..ㄹㅇ
3400123,2022-09-09 00:23,📌또 시작된 사기
3400123,2022-09-09 00:15,1000번째
3400123,2022-09-09 00:14,📌파천검성
3400123,2022-09-09 00:13,🔖■■=종장과 영원
3400123,2022-09-08 23:39,"🔖[성좌, '구원의 마왕은 <스타 스트림>에 존재하지 않습니다.]구원튀 김독자"
3400123,2022-09-08 23:27,"🔖별들의 재앙, 형용할 수 없는 아득함빛이 꺼진 밤하늘을 유일하게 밝히는 별.
그곳에 '구원의 마왕'이 있었다."
3400123,2022-09-08 23:15,독자 시점과 작가시점을 이기는 주인공 직감 ㅋㅋㅋ
3400123,2022-09-08 23:06,[싱숑 그 사람는 신이야]
3400123,2022-09-08 23:05,📍이길영의 배후성 등장
3400123,2022-09-08 22:45,📌유중혁 자아 충돌 [해당인물음 등장인물이 아닙니다]
3400123,2022-09-08 22:44,아니 그 극초반의 그걸 이렇게 하는 클리셰면 진짜 아니
3400123,2022-09-08 22:40,ts가 공식…?
3400123,2022-09-08 22:39,폭망한 ㅋㅋㅋㅋ한수영이 욕하는 소리가 여기까지도 들리는것 같다 ㅋㅋㅋ
3400123,2022-09-08 22:18,근데 한수영은 멸살법 내용을 어디까지 알고있는 거임?? 100화 정도 봤다하지 않았나..?? 아직 100화가 안 된 건가.. 꽤 많이 알고있네
3400123,2022-09-08 22:11,유승 ㅠㅠㅠㅠㅠㅠ
3400123,2022-09-08 21:57,닭이 먼저냐 달걀이 먼저냐도 아니고 미래가 과거보다 먼저인건 복잡하자
3400123,2022-09-08 21:49,📍한참을 쓰러져있었다
3400123,2022-09-08 20:56,근데 왜 독자 구하러가는데 작전명이 오징어포획이야  독자 오징어 벗어나게해줘 분칠해서 오징어 탈출했는데 끝까지 이러기야?!!
3400123,2022-09-08 20:50,독자가 돌아왔다
3400123,2022-09-08 20:48,맴이 급하지 않다면 댓글 다 씹어보고 싶다
3400123,2022-09-08 20:40,[히든 시나리오 - '단 하나의 설화'가 '결'을 맞이했습니다!][당신과 당신의 성운은 '모든 것의 ■■'를 볼 자격을 얻었습니다.]
3400123,2022-09-08 20:38,"이번화내겐 오랜만의 휴식기였다
전철에서 키들거리며 많이도 웃었다
고맙다,
22년 추석연휴 이브다"
3400123,2022-09-08 20:36,"""네가 원하지 않았던 결말은, 모두 실패한 결말인가?"""
3400123,2022-09-08 20:34,"김남운, 너는 구원 받을 수 없어."
3400123,2022-09-08 20:26,"""999번 회귀한 사람이 1000번째에 무너질 수 있다.""""회귀자는 사실 회귀하지 않는다. 회귀하는 것은 그를 제외한 모든 것이다.""
""나는 돌아갈 수 없다. 내 마지막 회차는 이 곳이다."""
3400123,2022-09-08 20:21,회귀로는 아무 것도 바꾸지 못한다. 그걸 깨닫기까지 아주 많은 시간이 걸렸다.
3400123,2022-09-08 19:35,아니 아바타 1%로 만들어서 걔를 가장 오래된 꿈 시키고 김독자는 일행들이랑 큰집에서 살고 한강에서 피자먹으면 되잖아
3400123,2022-09-08 19:25,"별들이 너무 많아서, 찾을 수 없는 것인가"
3400123,2022-09-08 18:39,에덴 망했어 시■!
3400123,2022-09-08 18:36,독자 성좌 됐다 ㅠㅠㅠㅠㅠ 진짜 열심히 살았구나
3400123,2022-09-08 18:34,"그것은, 이 대양에 두 명의 군주가 필요 없음이라."
3400123,2022-09-08 18:28,🔖《별들의 재앙》
3400123,2022-09-08 18:23,"[숨이 다하는 순간까지, 나는 너희들을 이야기할 것이다.]"
3400123,2022-09-08 18:18,"""함께 이 세계의 결말을 보러가요.""성운전 승리"
3400123,2022-09-08 18:13,"그래도, 저는 그 이야기로 세계의 마지막을 보고 싶습니다.그것은, 김독자가 아주 오랫동안 그려왔던 풍경.
당신의 격은 '신화급'입니다."
3400123,2022-09-08 18:10,아이고 여기도 서술트릭이.ㅡㅡ
3400123,2022-09-08 18:09,"금일, 전역을 명 받았습니다."
3400123,2022-09-08 17:59,"' 만약 기회가 있다면, 내가 본 그 회차처럼 '유중혁이 죽기전에 생각한 그 말이 현실이 됐던거엿네.."
3400123,2022-09-08 17:45,📌파천신군
3400123,2022-09-08 17:40,📌유중혁구원튀함내가꼭죽일것
3400123,2022-09-08 17:39,"중혁이는 지금껏 저 길을 잔뜩 뛰었고 (1863회차)같은 길을 3번 뛰었으며 (3회차)
그 길을 다시 뛰면 잘 볼 수 있겠느냐 물음 (단체 회귀로 다시 회귀하고자함)"
3400123,2022-09-08 17:38,📌제1무림 도착
3400123,2022-09-08 17:04,"순얘네요..
순순히 얘기를 해라"
3400123,2022-09-08 16:41,📌제 1 무림으로
3400123,2022-09-08 16:38,지금 당장 투표하세요 시나리오 101
3400123,2022-09-08 16:37,그나저나 쥐불놀이... 우리의 역사에 혹 포탈을 본 선조들이 있어서 그걸 쥐불놀이로 재현해보려고 했던게 아닐까
3400123,2022-09-08 16:33,📌징벌자 유중혁 뺨 3대 갈길 미모
3400123,2022-09-08 16:16,오 이십사수매화검법도 있네
3400123,2022-09-08 16:16,태을미리장 저어어어기 옆집 땡중들꺼 아님?
3400123,2022-09-08 15:35,그 갑자기 소설 보면서 생각난건데 소설 중에서 우주의 빅뱅 비스무리 하게 설명하는거 있잖아요 그거 보다가 표지 보니 생각난건데 수영이가 작가고 독자가 이야기를 보니 그 사이에서 등장인물이 생긴다고 해석이 가능한걸까요..? 상상력좀 굴려봤는데 헛소리에오..
3400123,2022-09-08 15:12,근데 태평양에서 해일이 났는데 뉴욕이 왜....
3400123,2022-09-08 14:45,김독자 성좌의 격 방출
3400123,2022-09-08 14:03,ㅈㄴ 소름돋네
3400123,2022-09-08 13:30,"🔖첫번째 거대 설화 '마계의 봄' > '기' 완성끝의 자격, ■ 필터링 off"
3400123,2022-09-08 12:44,"🔖[이것은 독자의 설화.][동시에, 독자의 설화]"
3400123,2022-09-08 12:31,이미 유승이 배후가 될 때도 그랬지만 플래티넘 멤버란 걸 알면 도깨비가 거래창 열어준게 알려지게 되고 비형 징계사유가 되는 거 아닌가? 계속 광고열어서 그런걸 감춘다고 해도 말야.
3400123,2022-09-08 12:28,등장인물화가 완료된 독자인가?
3400123,2022-09-08 12:27,오예 내가 800번째 댓
3400123,2022-09-08 12:25,죽?네? 아니 이게 뭔...
3400123,2022-09-08 12:15,읽으면 영상이 재생되는 듯한 필력...
3400123,2022-09-08 11:54,"🔖거대설화- [그 이야기는, 지하철에서 시작되었다.][그리고, 이 모든 세계의 결말을 아는 한 사내가 있었다.]"
3400123,2022-09-08 11:20,미친....
3400123,2022-09-08 10:00,📌지구로 돌아가자 김독자
3400123,2022-09-08 09:30,오 3호선 대화역인가
3400123,2022-09-08 08:29,1000개!
3400123,2022-09-08 08:14,📌비형 마계 파견
3400123,2022-09-08 08:01,헐 어떡행ㅇ ㅠㅠㅠ 300코인 뭐냐구!! 그정도면 전재산 아니냐구ㅜ ㅠㅠㅠㅠㅠㅠ
3400123,2022-09-08 07:59,📌다들 네 이야기를 한다. 지구로 돌아가자 김독자
3400123,2022-09-08 07:26,어이어이 모략가는 사실 1863번째 회귀 유중혁이
3400123,2022-09-08 06:29,📌📌
3400123,2022-09-08 02:35,이 소설이 한수영이 쓴 거니까 결국에 한수영이 김독자한테 소설 쓰면 읽어달라고 한 약속을 우리가 이뤄주고 있는거네 우리가 곧 김독자니까 ㄹㅇ
3400123,2022-09-08 02:07,생각해보니 유미아가 제일좋겠네잘챙겨주는 오빠가 졸라 많앜ㅋㅋ
3400123,2022-09-08 01:57,999회차의 유중혁도 결국은 은모였던거아닌가?
3400123,2022-09-08 01:51,유중혁이 60세면....일행중 가장 어린 이길영과 신유승도 한 40대 후반쯤 된다는건데 중년 모습 일행들 어떤지 보고싶다...
3400123,2022-09-08 01:44,"피스랜드 칭긔들 나올때마다 넘 하찮고 짠하다별도움 안되고 우수수 죽기만할거 알면서.. 고사리같은 손으로 도와준다고 온것도 맘아픔
전독시 넘재밌는데 피스랜드소인들 죽는거랑 쟈근성좌의 쟈근코인 탈탈털때 가슴이 아파ㅠ
약간 만화볼때 사람100명죽어도 그러려니 하지만 동물죽으면 분노하는거랑 비슷한 느낌"
3400123,2022-09-08 01:18,🔖[당신의 '거대 설화'가 이야기를 시작합니다.]
